name,price,listings
Inscribed Winter Lineage Companion of the Grey Ghost,$ 4.64,1 on sale
Autographed Belt of the Antipodeans,$ 0.83,2 on sale
Inscribed Powdersled Rookery Cannon,$ 1.26,2 on sale
Autographed War Blade,$ 3.25,1 on sale
Inscribed Ancient Cage,$ 1.24,3 on sale
Corrupted Mane of the Sunwarrior,$ 7.07,1 on sale
Heroic Tinkbot,$ 1.57,1 on sale
Autographed Staff of Diviner's Embrace,$ 1.51,2 on sale
Autographed Tools of the Outlaw Huntsman,$ 0.28,1 on sale
Inscribed Hair of the Arsenal Magus,$ 0.79,1 on sale
Inscribed Off-Hand Blade of the Covert Saboteur,$ 0.31,2 on sale
Autographed Spiteful Djinn,$ 1.41,3 on sale
Autographed Sash of Twilight Shade,$ 2.99,1 on sale
Inscribed Bobusang's Tobacco Fix,$ 0.78,2 on sale
Team Pennant: WE,$ 1.4,1 on sale
Heroic Grand Claive of the Unshamed,$ 7.7,2 on sale
Inscribed Arc of the Sovereign Back,$ 4.07,1 on sale
Inscribed Style of Twilight Shade,$ 2.46,1 on sale
Autographed Swine Visor,$ 2.36,1 on sale
Inscribed Tassets of the Serakund Tyrant,$ 1.57,1 on sale
Inscribed Whispers of the Damned Belt,$ 1.09,2 on sale
Genuine Autograph: 'inflame' He Yongzheng,$ 6.29,6 on sale
Fallout 4 Announcer Pack,$ 0.46,1 on sale
Inscribed Mind of Endless Days,$ 0.94,4 on sale
Inscribed Pantaloons of the Freelancer,$ 0.47,4 on sale
Inscribed Spirit of the Long Night,$ 0.56,2 on sale
Inscribed Weapons of the Savage Monger,$ 0.48,5 on sale
Inscribed Pauldron of the Dreadborn Regent,$ 1.26,3 on sale
Inscribed Dark Meadow Massacre Armor,$ 0.2,2 on sale
Frozen Warhorse of the Demonic Vessel,$ 5.19,2 on sale
Heroic Quiver of the Wild Wind,$ 3.14,2 on sale
Inscribed Crown of the Wintermoon,$ 0.63,2 on sale
Inscribed Dreadknight Gauntlet,$ 0.52,1 on sale
Inscribed Meranth Executioner's Blade,$ 0.53,5 on sale
Inscribed Heart of the Inauspicious Abyss,$ 0.94,1 on sale
Inscribed Darkfall Warden Quiver,$ 0.52,2 on sale
Inscribed Mantle of Volatile Majesty,$ 1.41,2 on sale
Inscribed First Dawn,$ 1.38,1 on sale
Autograph: Wong Hock 'ChuaN' Chuan,$ 1.78,2 on sale
Inscribed Cape of the Nightwatch,$ 0.18,2 on sale
Inscribed Frostglade Familiar Armor,$ 1.48,4 on sale
Autographed Hat of The Howling Wolf,$ 2.96,1 on sale
Inscribed Ire of the Hinterlands Garb,$ 2.51,1 on sale
Inscribed Tail of the Netherfrost,$ 2.51,1 on sale
Autographed Mask of the Mad Harvester,$ 2.34,2 on sale
Heroic Stag of the Northlight,$ 0.23,12 on sale
Inscribed Epaulets of the Divine Anchor,$ 3.14,1 on sale
Genuine Pin: Lina,$ 3.74,2 on sale
Trove Carafe 2016,$ 8.65,17 on sale
Inscribed Hunger of the Howling Wilds Tail,$ 2.41,1 on sale
Autographed Shard of the Rift,$ 1.56,4 on sale
Inscribed Aghanim's Labryinth 2021 HUD,$ 0.85,1 on sale
Heroic Wise Cap of the First Light,$ 1.1,6 on sale
Autumn Sale Emoticon Pack,$ 4.18,1 on sale
Autographed Headgear of the Shoreline Sapper,$ 2.35,1 on sale
Inscribed Toolbelt of the Earthwright,$ 0.55,2 on sale
Inscribed Hull of the Gunboat Hegemon,$ 0.3,1 on sale
Inscribed Head of the Seasoned Expeditionary,$ 2.49,1 on sale
Inscribed Visage of the Midnight Sun,$ 0.31,1 on sale
Inscribed Belt of the Samurai Soul,$ 0.55,1 on sale
Inscribed Swamp Terror Fins,$ 0.47,3 on sale
Inscribed Eye of the Fateweaver Back,$ 0.47,2 on sale
Inscribed Arena Champion Spear,$ 0.44,2 on sale
Inscribed Mandate of the Nameless - Wings,$ 1.52,2 on sale
Inscribed Legacy of a Lost Age - Bracers,$ 0.5,2 on sale
Inscribed Shadows of Ravensmane Hood,$ 0.63,2 on sale
Inscribed Helm of Dirgesworn Dynasty,$ 0.63,2 on sale
Inscribed Head of the Centurion Vanguard,$ 2.44,1 on sale
Inscribed Tail of the Daemon Prince,$ 2.26,1 on sale
Inscribed Oaths of the Dragonborn Boots,$ 0.55,3 on sale
Inscribed Oaths of the Dragonborn Quiver,$ 1.88,2 on sale
Inscribed Darkwood Witness Neck,$ 2.49,1 on sale
Inscribed Plagueroad Apothacary Mask,$ 1.36,1 on sale
Inscribed Cunning Cultivations Mask,$ 0.52,2 on sale
Inscribed Hammer of the Monument of Ruin,$ 0.47,2 on sale
Inscribed Mask of the Arcanist's Guise,$ 2.48,1 on sale
Inscribed Bracers of the Wintermoon,$ 0.44,1 on sale
Inscribed Ire of the Hinterlands Back,$ 1.55,1 on sale
Inscribed Belt of the Grey Ghost,$ 2.49,1 on sale
Inscribed Helm of the Guardian of the Sapphire Flame,$ 0.43,1 on sale
Inscribed Armor of the Grey Ghost,$ 2.49,1 on sale
Inscribed Northern Blight Pauldrons,$ 2.41,1 on sale
Inscribed Flintlock of the Divine Anchor,$ 2.41,1 on sale
Inscribed Sleeves of the Vehement Plume,$ 2.51,1 on sale
Inscribed Wings of the Gunboat Hegemon,$ 2.51,1 on sale
Inscribed Helm of the Winged Sentinel,$ 1.18,3 on sale
Inscribed Robe of the Winter Revenant,$ 2.49,1 on sale
Inscribed Armor of the Guardian of the Sapphire Flame,$ 1.09,2 on sale
Inscribed Vestment of the Silvered Talon,$ 2.49,1 on sale
Inscribed Helm of the Silvered Talon,$ 2.49,1 on sale
Inscribed Claws of the Grey Ghost,$ 2.49,1 on sale
Inscribed Head of the Odobenus One,$ 2.41,1 on sale
Inscribed Armor of the Raidforged Rider,$ 0.78,2 on sale
Inscribed Horns of the Daemon Prince,$ 2.31,3 on sale
Inscribed Mantle of the Outland Ravager,$ 0.83,2 on sale
Inscribed Blade of the Abyss,$ 0.79,1 on sale
Inscribed Fury of the Damned Brush,$ 2.41,1 on sale
Inscribed Brackish Stalker Off-Hand,$ 2.41,1 on sale
Inscribed Emeraldine Shield,$ 0.94,2 on sale
Inscribed Featherfall Locks,$ 0.47,2 on sale
Inscribed Great Pipe of the Father Spirits,$ 0.78,3 on sale
Inscribed Hood of Arcane Defiance,$ 2.48,1 on sale
Inscribed Redmoon Assassin's Secret Armor,$ 2.48,1 on sale
Inscribed Tiara of Enduring Torment,$ 2.48,1 on sale
Inscribed Armor of the Mothbinder,$ 1.55,2 on sale
Inscribed Cap of Little Big 'Un,$ 1.55,2 on sale
Inscribed Mace of the Fissured Soul,$ 2.51,1 on sale
Inscribed Pack of the Barrier Rogue,$ 2.41,1 on sale
Inscribed Armature of the Belligerent Ram Belt,$ 0.46,3 on sale
Inscribed Armature of the Belligerent Ram Shoulder,$ 2.51,1 on sale
Inscribed Cape of Arcane Defiance,$ 2.51,1 on sale
Inscribed Swamp Terror Weapon,$ 2.51,1 on sale
Inscribed Boots of the Brine Lords,$ 1.55,1 on sale
Inscribed Owlwatch Commander Wings,$ 2.41,1 on sale
Inscribed Skirt of the Winter Revenant,$ 2.41,1 on sale
Cursed Dragon Forged Stare,$ 0.31,2 on sale
Cursed Dragon Forged Staff,$ 0.31,2 on sale
Autographed Commander's Helm of the Flameguard,$ 1.97,4 on sale
Inscribed Head of the Icebrew Angler,$ 1.54,3 on sale
Inscribed Olde Cap of the Rainmaker,$ 0.22,3 on sale
Cursed Bobusang's Tobacco Fix,$ 9.43,1 on sale
Inscribed Goggles of the Gunboat Hegemon,$ 1.53,2 on sale
Inscribed Shadowshard - Off-Hand,$ 0.47,3 on sale
Heroic Flamestitched Suitings Wrap and Molotov,$ 0.79,2 on sale
Heroic Arms of Eternal Reign,$ 0.26,4 on sale
Frozen Mantle of Endless Havoc,$ 1.05,1 on sale
International 2015 Autograph: Ben 'Merlini' Wu,$ 0.47,1 on sale
Heroic Wings of Retribution,$ 0.86,12 on sale
Autographed Omnishred the Defiant,$ 0.23,2 on sale
Inscribed Armor of the Arch Temptress,$ 1.57,1 on sale
International 2015 Autograph: Yaroslav 'NS' Kuznetsov,$ 1.56,1 on sale
Inscribed Bow of the Howling Wind,$ 0.5,5 on sale
Inscribed Hood of the Wailing Inferno,$ 1.7,1 on sale
Inscribed Ember Tipped Carapace,$ 1.6,1 on sale
Frozen Ol' Chopper's Choppin' Arm,$ 0.7,2 on sale
Inscribed Ornate Belt of the Daemon Prince,$ 2.39,2 on sale
Inscribed Tail of the Elusive Destroyer,$ 2.42,2 on sale
Autographed Pit Boss Prospector Power Cog,$ 2.49,1 on sale
Autographed Volatile Pyre,$ 2.96,1 on sale
Autographed Algid Falcon Bracer,$ 2.96,1 on sale
Autographed Armlets of the Eldwurm Crest,$ 2.41,1 on sale
Autographed Bracers of the Ferocious Heart,$ 2.49,1 on sale
Autographed Blissful Knave Dagger,$ 2.98,1 on sale
Autographed Blissful Knave Coat,$ 0.8,3 on sale
Autographed Hat of the Brine Lords,$ 2.41,1 on sale
Autographed Fury of the Damned Mask,$ 2.41,1 on sale
Autographed Dark Meadow Massacre Head,$ 1.55,2 on sale
Autographed Armor of the Storm Dragon Potente,$ 2.49,1 on sale
Autographed Armor of Dirgesworn Dynasty,$ 2.99,1 on sale
Autographed Helm of Dirgesworn Dynasty,$ 2.41,1 on sale
Autographed Golem of Dirgesworn Dynasty,$ 0.63,2 on sale
Autographed Adornments of the Storm Djinn,$ 2.39,1 on sale
Autographed Scale of the Breach Warden,$ 0.59,2 on sale
Autographed Northern Blight Spirits,$ 2.49,1 on sale
Autographed Frostreach Brigands Hat,$ 2.34,1 on sale
Autographed Hood of the Forsaken Flame,$ 0.75,2 on sale
Autographed Helm of the Equilibrium,$ 1.14,1 on sale
Autographed Tail of the Ferocious Toxicant,$ 0.77,2 on sale
Autographed Style of the Allure,$ 0.7,1 on sale
Autographed Cluster of Chronoptic Synthesis,$ 1.17,2 on sale
Autographed Skirt of the Flameguard,$ 0.75,2 on sale
Autographed Gazing Eye of the Demon Witch,$ 0.52,3 on sale
Autographed Helm of the Hunter's Glory,$ 1.33,2 on sale
Autographed Mantle of the Battlehawk,$ 0.63,5 on sale
Autographed Plate of the Lightning Lord,$ 0.78,2 on sale
Autographed Style of Twilight Shade,$ 4.07,1 on sale
Autographed Twin Banner of the Dragon Guard,$ 1.79,1 on sale
Autographed Armor of Sacred Light,$ 0.91,1 on sale
Autographed Cog of the Mechanised Pilgrim,$ 0.78,2 on sale
Autographed Dragon's Breath,$ 1.41,3 on sale
Inscribed Sentinel of the Blackguard Magus,$ 2.28,1 on sale
Heroic Gift of the Sea Dorsal Wings,$ 0.94,2 on sale
Corrupted The Spoils of Dezun,$ 7.07,4 on sale
Heroic Blade of the Blood Stained Sands,$ 1.54,3 on sale
Inscribed Bone Bracer of the Brave,$ 2.64,1 on sale
Autographed Trail of the Dragon's Disciple,$ 0.54,3 on sale
Autographed Bracers of the Narrow Fates,$ 0.7,2 on sale
Autographed Shoulders of the Icewrack Marauder,$ 0.63,2 on sale
Autographed Weapon of the Frostshard Ascendant,$ 2.39,1 on sale
Autographed Axe of the Snowpack Savage,$ 0.66,2 on sale
Autographed Crown of Golden Nirvana,$ 1.41,2 on sale
Autographed Medallion of the Divine Anchor,$ 0.63,2 on sale
Autographed Legs of the Scouring Dunes,$ 2.97,1 on sale
Autographed Lovebear,$ 0.52,3 on sale
Autographed Mane of the Ferocious Heart,$ 1.57,1 on sale
Autographed Spike of Frostbite,$ 1.55,1 on sale
Autographed Spines of the Lost Star,$ 2.39,1 on sale
Autographed Gauntlets of Rising Fury,$ 2.39,1 on sale
Autographed Great Pipe of the Father Spirits,$ 0.56,1 on sale
Autographed Helm of the First Dawn,$ 2.49,1 on sale
Autographed Pauldron of the Ocean Conqueror,$ 0.74,3 on sale
Autographed Ram's Head Blade,$ 2.51,4 on sale
Autographed Salvaged Sword and Board,$ 0.78,5 on sale
Autographed Seven-Sealed the Fur Bracer,$ 0.86,2 on sale
Autographed Sword of the Eldwurm Crest,$ 0.71,3 on sale
Autographed Wings of the Fatal Bloom,$ 0.63,2 on sale
Autographed Abdomen of the Loomkeeper,$ 0.63,2 on sale
Autographed Aquemerald Blade,$ 1.55,1 on sale
Autographed Blade of the Dark Ancients,$ 0.62,8 on sale
Autographed Cape of the First Dawn,$ 1.39,2 on sale
Autographed Corruptor,$ 0.85,2 on sale
Autographed Cuirass of the Overseer,$ 2.35,2 on sale
Autographed Armor of the Forgotten Plane,$ 1.55,3 on sale
Autographed Whispers of the Damned Pauldrons,$ 0.79,3 on sale
Autographed Mind of Endless Days,$ 1.1,4 on sale
Autographed The Song of Swiftguard - Blade,$ 0.91,1 on sale
Autographed Hide of the Crystal Drift,$ 1.09,3 on sale
Autographed Ire of the Hinterlands Garb,$ 2.49,1 on sale
Autographed Armor of the Guardian of the Sapphire Flame,$ 2.49,1 on sale
Autographed Boots of Zebulon,$ 1.39,4 on sale
Autographed Armor of the Shambling Draug,$ 2.49,1 on sale
Autographed The Iron Pioneer Missile,$ 0.79,2 on sale
Autographed Armor of the Arctic Hall,$ 2.49,1 on sale
Autographed Head of the Odobenus One,$ 2.98,1 on sale
Autographed Belt of the Narrow Fates,$ 0.67,2 on sale
Inscribed Harness of the Forgotten Tactician,$ 2.51,1 on sale
Inscribed Snows of Frostivus,$ 0.27,2 on sale
Inscribed Trophy of the Shadowcat,$ 1.48,3 on sale
Inscribed Mine of the Swooping Elder,$ 2.64,1 on sale
International 2017 Autograph: Alex 'Machine' Richardson,$ 0.5,2 on sale
Inscribed Candy Cat Belt,$ 1.34,1 on sale
Inscribed Captain's Hook,$ 0.6,1 on sale
Inscribed Shield of the Battlehawk,$ 0.42,2 on sale
Inscribed Wyrm Bracers of Uldorak,$ 0.19,1 on sale
Genuine Cowl of the Boreal Watch,$ 0.17,1 on sale
Genuine Quiver of the Boreal Watch,$ 0.35,3 on sale
Zotac Starleague 2014 Ticket,$ 0.48,1 on sale
Frozen Dress of the Corpse Maiden,$ 5.7,1 on sale
Inscribed Helm of the Fathomless Ravager,$ 0.94,2 on sale
Inscribed Claws of the Fathomless Ravager,$ 1.26,1 on sale
Frozen Faulds of the Gwimyeon Warrior,$ 3.14,2 on sale
Autographed Tiara of Falconside Armor,$ 2.36,1 on sale
Autographed Verna,$ 2.36,1 on sale
Inscribed Belt of the Silvered Talon,$ 0.68,3 on sale
Autographed Sinister Shadow Back,$ 2.36,1 on sale
Inscribed Lineage Armor of the Raidforged Rider,$ 0.94,2 on sale
Autographed Tail of the Proven,$ 0.79,2 on sale
Autographed Bogmarch Barrel,$ 1.26,2 on sale
Autographed Holy Words of the Hierophant,$ 0.75,1 on sale
Corrupted Kindred of the Iron Dragon,$ 5.5,3 on sale
Inscribed Head of the Winged Harvest,$ 0.47,2 on sale
Autographed Cowl of the Cold Hunt,$ 1.04,3 on sale
Heroic Spirit of Calm,$ 6.27,7 on sale
Inscribed Black Monolith,$ 8.53,1 on sale
Corrupted Volatile Pyre,$ 7.1,2 on sale
Inscribed Coronet of the Mortal Coil,$ 1.57,2 on sale
Inscribed Horns of Eternal Purgatory,$ 1.57,1 on sale
Inscribed Shawl of the Glacier Duster,$ 0.47,2 on sale
Cursed Great Grey Owl Bow,$ 0.23,1 on sale
Inscribed Bracers of the Overseer,$ 1.51,2 on sale
Corrupted Mania's Mask,$ 9.73,11 on sale
Inscribed Morddos,$ 1.55,2 on sale
Autographed Cape of Zebulon,$ 0.71,3 on sale
Autographed Bracers of the Arctic Hall,$ 1.16,2 on sale
Autographed Chain of Enduring Torment,$ 1.99,1 on sale
Inscribed Span of the Temple of the Fallen Sun,$ 1.55,4 on sale
Autographed Helm of the Honored Servant of the Empire,$ 2.03,3 on sale
Frozen Guard of the Dark Wraith,$ 0.79,1 on sale
Heroic Rune Forged Staff,$ 2.52,5 on sale
Heroic Dress of the Corpse Maiden,$ 0.94,6 on sale
Corrupted Moon Whirl,$ 4.58,1 on sale
Inscribed Dressed Pauldron of the Mono Militis,$ 0.49,3 on sale
Golden International 2015 Autograph: Owen 'ODPixel' Davies,$ 6.02,1 on sale
Frozen Spirit of the Atniw,$ 6.29,3 on sale
Autographed Cloak of the Dark Reservoir,$ 9.12,2 on sale
Auspicious Quiver of the Northern Wind,$ 0.74,2 on sale
Inscribed Legs of the Fallen Princess,$ 0.78,2 on sale
Inscribed Talon of the Fallen Princess,$ 0.31,1 on sale
Autographed Cunning Cultivations Ward,$ 2.04,2 on sale
Autographed Hunger of the Howling Wilds Shoulder,$ 2.19,2 on sale
Inscribed Whispers of the Damned Pauldrons,$ 1.21,2 on sale
Autographed Blackshield Protodrone Laser,$ 1.38,3 on sale
Inscribed Night Terrors Hat,$ 1.89,2 on sale
"Inscribed Corsair, Son of the Storm",$ 4.7,1 on sale
Inscribed Rope of the Mad Harvester,$ 2.83,1 on sale
Inscribed Hlotl-Tusk Headdress of the Seeker,$ 2.48,1 on sale
Autographed Mandate of the Nameless - Armor,$ 1.02,2 on sale
Inscribed Shifty Minnow,$ 0.61,2 on sale
Inscribed Mask of Eternal Night,$ 1.09,3 on sale
Inscribed Helm of the Bloodroot Guard,$ 0.31,2 on sale
Inscribed Head of the Boreal Sentinel,$ 2.48,1 on sale
Inscribed Adornments of the Storm Djinn,$ 0.58,3 on sale
Inscribed Belt of Broken Scale,$ 0.39,3 on sale
Heroic Wraps of the Eastern Range,$ 0.51,6 on sale
Inscribed Twinblade of the Veil,$ 2.83,1 on sale
Heroic Stone Infusion,$ 3.93,2 on sale
Inscribed Gobbla,$ 0.59,2 on sale
Heroic Assistant's Respirator,$ 2.02,5 on sale
Inscribed Propellers of the Vespidun Hunter-Killer,$ 1.41,2 on sale
Cursed Executioner's Hood,$ 5.17,1 on sale
Frozen Mega-Kills: GLaDOS,$ 7.09,1 on sale
Autograph: Weppas,$ 0.23,1 on sale
Elements of the Endless Plane,$ 1.69,1 on sale
Treasure of the Shaper Divine,$ 5.97,1 on sale
The Blazing Superiority,$ 7.66,1 on sale
Heroic Pauldrons of the Crypt Guardian,$ 0.98,2 on sale
Frozen Pauldrons of Impending Transgressions,$ 5.2,1 on sale
Autograph: Andrew_Helenek,$ 0.46,1 on sale
Autograph: bounchfx,$ 0.16,2 on sale
Heroic Mace of the Tentacular Timelord,$ 4.72,2 on sale
Corrupted Dendi Doll,$ 7.86,1 on sale
Coral the Furryfish Bundle,$ 1.26,1 on sale
Corrupted Headdress of the Rekindled Ashes,$ 7.86,2 on sale
Auspicious Hook of the Atniw,$ 0.16,1 on sale
Inscribed Mane of the Undying Light,$ 2.64,1 on sale
Autographed Trove Carafe 2019 Autographed by Kang 'Eve' Zhexi,$ 3.16,3 on sale
Autograph: Sergey 'Ars-Art' Revin,$ 0.94,1 on sale
Inscribed Moonrider's Lucent Headdress,$ 0.17,3 on sale
Heroic Guard of the Lucent Rider,$ 0.35,5 on sale
Corrupted Sinister Shadow Healing Ward,$ 4.67,1 on sale
Heroic Temper of the Highborn - Off-Hand,$ 0.19,5 on sale
Heroic Toxic Siege Pauldrons,$ 2.99,1 on sale
Heroic Bladed-Staff of the Reaper,$ 4.09,2 on sale
Inscribed Bracers of the Manticore,$ 0.16,3 on sale
Inscribed Bracers of the Shattered Vanguard,$ 2.09,1 on sale
Autographed Pyre,$ 0.86,4 on sale
Autographed Rose of the Corridan Maestro,$ 0.5,3 on sale
Heroic Tarnhelm of Ruin,$ 0.19,2 on sale
Autographed Acolyte of Vengeance Offhand,$ 0.57,1 on sale
Autographed Acolyte of Vengeance Weapon,$ 0.24,1 on sale
Heroic Darkstar the Mistforged,$ 0.24,3 on sale
Heroic Glaves of the Crescent Moon,$ 0.16,4 on sale
Inscribed Sea Dragon's Crown,$ 1.57,2 on sale
Heroic Horns of the Malignant Corruption,$ 4.72,2 on sale
Inscribed Club of Pagus,$ 0.25,1 on sale
Inscribed Tail of the Equilibrium,$ 0.5,1 on sale
Inscribed Shoulders of the Death Charge,$ 0.16,2 on sale
Inscribed Tome of Forbidden Knowledge,$ 0.47,1 on sale
Autographed Mount of the Skyfire Apostate,$ 0.64,1 on sale
Corrupted Drape of the Flowering Shade,$ 5.49,1 on sale
Autographed Skirt of the Guardian Construct,$ 0.79,2 on sale
Autographed Belt of the Razorwyrm,$ 0.25,3 on sale
Inscribed Wraith of the Merqueen,$ 4.09,1 on sale
Autographed Arc of Manta,$ 0.69,6 on sale
Inscribed Mace of the Endless Plane,$ 2.64,1 on sale
Autographed Mask of the Wandering Demon,$ 3.14,1 on sale
Autographed Wolf Cape of the High Plains,$ 2.19,3 on sale
Frozen Helm of the Slithereen Knight,$ 6.65,2 on sale
Cursed Elder Tusk of the Brave,$ 6.29,1 on sale
Cursed Chronite Bracers,$ 7.29,1 on sale
Inscribed Belt of the Proven,$ 2.04,1 on sale
Inscribed Sleeves of the Ephemeral Haunt,$ 0.78,2 on sale
Inscribed Visage of Ribbi'tar,$ 0.94,2 on sale
Autographed Armor of the Beholder,$ 0.61,3 on sale
Expired Wings of Obelis Mount,$ 2.41,1 on sale
Trove Carafe 2016 Autographed by Chen AMS Juan,$ 9.04,6 on sale
Auspicious Sylvan Guard's Cuffs,$ 3.93,1 on sale
Heroic Cape of the Eastern Range,$ 0.63,4 on sale
Inscribed No-Guard the Courageous Edge,$ 1.06,2 on sale
Genuine Defiled Stinger,$ 0.36,3 on sale
Inscribed Vestments of the Witch Hunter Templar,$ 2.52,3 on sale
Autograph: DotaFX,$ 0.34,1 on sale
Inscribed Chaos Legion Mount,$ 5.66,1 on sale
Inscribed Head of Portent Payload,$ 0.44,2 on sale
Autographed Wings of the Valkyrie,$ 2.98,1 on sale
Autographed Belt of the Proven,$ 2.36,1 on sale
Fluttering Cache,$ 6.29,1 on sale
Cursed Lost Hills Shield,$ 0.31,2 on sale
Autographed Fan of the Royal Butcher,$ 2.36,1 on sale
Inscribed Force Hook,$ 2.69,3 on sale
Inscribed Formed Alloy Flask,$ 2.51,2 on sale
Inscribed Mantle of the Blackguard Magus,$ 0.32,1 on sale
Auspicious Epaulets of Hell's Ambassador,$ 1.38,2 on sale
Inscribed Tail of the Ethereal Monarch,$ 0.3,1 on sale
Auspicious Tails of the Scorching Princess,$ 0.31,1 on sale
Frozen Barrier Shard Axe,$ 0.63,4 on sale
Heroic Mantle of the Acolyte of Clasz,$ 0.63,7 on sale
Heroic Nether Lord's Cape,$ 2.36,3 on sale
Corrupted Grampa Sharpie's Shin Shooter,$ 4.33,1 on sale
Inscribed Belt of the Narrow Fates,$ 0.34,6 on sale
Autographed Armor of Twisted Wisdom,$ 0.59,2 on sale
Autographed Wings of Unfettered Malevolence,$ 2.04,2 on sale
Inscribed Whispers of the Damned Sword,$ 0.55,2 on sale
Inscribed Darkwood Witness Head,$ 2.44,1 on sale
Inscribed Arms of the Breach Warden,$ 1.89,2 on sale
Heroic Helm of Eternal Eclipse,$ 0.19,2 on sale
Heroic Heavy Pauldrons of the World Runner,$ 1.41,8 on sale
Heroic Captain's Hook,$ 7.86,1 on sale
Heroic Heavenly Guardian Skirt,$ 0.94,3 on sale
Heroic Arms of the Silent Champion,$ 0.78,5 on sale
Heroic Spinal Slicer,$ 1.56,4 on sale
Heroic Bracers of the Eastern Range,$ 0.94,13 on sale
Heroic Savage Orchid,$ 1.26,8 on sale
Heroic Shadow Claws,$ 0.47,3 on sale
Heroic Sea Dragon's Fins,$ 1.26,5 on sale
Heroic Double Edge of the Unbroken Stallion,$ 0.94,10 on sale
Heroic Armlet of Renewed Faith,$ 1.1,1 on sale
Heroic Oak of the Woodland Outcast,$ 0.58,7 on sale
Heroic Foreteller's Adorn,$ 1.26,2 on sale
Heroic Nightwatcher's Mask,$ 1.26,3 on sale
Heroic Bright Moon Chima,$ 1.1,2 on sale
Heroic Nightwatcher's Guard,$ 0.94,1 on sale
Heroic Staff of Infernal Chaos,$ 0.94,6 on sale
Heroic Scythe of Pestilence,$ 3.14,4 on sale
Heroic Araceae's Tribute Hair,$ 0.94,4 on sale
Heroic Heavy Pauldrons of the Hierophant,$ 1.26,1 on sale
Heroic Dress of the Slithereen Nobility,$ 1.57,3 on sale
Heroic Gwimyeon,$ 2.36,3 on sale
Inscribed Frost Owl's Beacon,$ 1.07,1 on sale
Heroic Bracers of the Silent Guardian,$ 5.58,1 on sale
Heroic Councilor's Mask,$ 4.09,2 on sale
Inscribed Bladebreaker Brush,$ 1.4,1 on sale
Corrupted Head of the Frostshard Ascendant,$ 9.21,1 on sale
Inscribed Scales of the Netherfrost,$ 2.36,1 on sale
Inscribed Gambits of Nishai Helm,$ 1.41,2 on sale
Autographed Scales of the Netherfrost,$ 2.67,2 on sale
Auspicious Stinger of Entwined Fate,$ 3.14,1 on sale
Inscribed Patterns of the Pristine Armor,$ 0.71,1 on sale
Inscribed Patterns of the Pristine Bracers,$ 0.39,1 on sale
Genuine Waaagh Spaulders of Big 'Un,$ 0.36,3 on sale
Autographed Provocation of Ruin Bracers,$ 6.13,1 on sale
Heroic Belt of Delicacies of Butchery,$ 7.31,3 on sale
Corrupted Bonkers of Awaleb,$ 7.66,1 on sale
